iter,mean_R,mean_len,success_rate,pi_loss,v_loss,entropy,kl,clip_frac,wall,reason_breakdown
1,0.544523298740387,31.822916666666668,0.3229166666666667,-0.16482600569725037,0.6702983379364014,3.216503143310547,0.11860451102256775,0.2760416666666667,1.9435882568359375,max_steps:31|joint_limit:31|pos_err_exceeded:25|self_collision:8
10,0.514326810836792,30.84375,0.3125,-0.02433732897043228,0.14261096715927124,4.708117961883545,0.13201093673706055,0.06597222222222222,17.337120532989502,joint_limit:41|max_steps:30|pos_err_exceeded:16|self_collision:5
20,0.6032832264900208,35.270833333333336,0.3541666666666667,-0.14996838569641113,0.15920960903167725,4.7988786697387695,0.20394203066825867,0.16145833333333334,34.278674840927124,max_steps:34|joint_limit:31|pos_err_exceeded:24|self_collision:4
30,0.5631890296936035,32.322916666666664,0.3958333333333333,-0.24846641719341278,0.147893026471138,5.896244049072266,0.0821298360824585,0.11067708333333333,51.37006163597107,max_steps:38|joint_limit:34|pos_err_exceeded:18|init_ik_fail:4
40,0.5720083713531494,33.5,0.375,-0.09705298393964767,0.10219110548496246,5.959104061126709,0.00596686452627182,0.17578125,68.33197569847107,max_steps:36|joint_limit:26|pos_err_exceeded:26|self_collision:8
50,0.6058958768844604,35.21875,0.3854166666666667,-0.2470839023590088,0.11185356974601746,6.389054775238037,0.1920023262500763,0.234375,85.31558299064636,max_steps:37|pos_err_exceeded:27|joint_limit:27|init_ik_fail:3
60,0.6244663596153259,37.770833333333336,0.4375,0.02242904156446457,0.20291206240653992,6.108458995819092,0.10259553790092468,0.26666666666666666,102.20712995529175,max_steps:42|pos_err_exceeded:25|joint_limit:25|self_collision:4
70,0.5774120092391968,34.270833333333336,0.3541666666666667,-0.23766355216503143,0.11669187992811203,6.653489589691162,0.05847173184156418,0.171875,119.16623306274414,max_steps:34|pos_err_exceeded:28|joint_limit:26|self_collision:6
80,0.5114359855651855,29.166666666666668,0.3125,-0.1920246183872223,0.11969796568155289,7.704423904418945,0.12240678071975708,0.08958333333333333,136.19473266601562,joint_limit:34|max_steps:30|pos_err_exceeded:25|self_collision:6
90,0.5610466003417969,33.739583333333336,0.3645833333333333,-0.07982051372528076,0.17362387478351593,8.058074951171875,0.009901931509375572,0.23828125,153.2736999988556,max_steps:35|joint_limit:30|pos_err_exceeded:23|self_collision:5
