iter,buffer_size,mean_R,mean_len,mean_T,success_rate,q_loss,pi_loss,alpha,entropy,wall,reasons
1,1536,0.30991267693618835,37.5625,137.953125,0.12239583333333333,0.10450172424316406,-0.2878088355064392,0.04997001215815544,2.707911968231201,15.781134128570557,pos_err_exceeded:184|joint_limit:125|max_steps:47|self_collision:25
10,4992,0.3051115135712297,36.86979293823242,137.06770833333334,0.09895833333333333,0.09174556285142899,-0.45720022916793823,0.049700964242219925,2.7187085151672363,52.15085816383362,pos_err_exceeded:206|joint_limit:119|max_steps:38|self_collision:20
20,8832,0.3218188427472802,41.53125,143.09375,0.11197916666666667,0.09297558665275574,-0.44785672426223755,0.04940342530608177,2.696218967437744,92.5191330909729,pos_err_exceeded:191|joint_limit:123|max_steps:43|self_collision:24
30,12672,0.33958053958973994,41.88801956176758,140.1953125,0.15625,0.09938199818134308,-0.4710405468940735,0.04910779744386673,2.691075563430786,133.15444612503052,pos_err_exceeded:179|joint_limit:117|max_steps:60|self_collision:22
40,16512,0.3124669508466942,38.00260543823242,143.43489583333334,0.109375,0.08908110111951828,-0.44968825578689575,0.048813868314027786,2.7046165466308594,172.89863920211792,pos_err_exceeded:198|joint_limit:116|max_steps:42|self_collision:24
50,20352,0.3196103220657971,39.08854293823242,139.0546875,0.11458333333333333,0.09294796735048294,-0.4513157904148102,0.048521917313337326,2.6560280323028564,212.14666271209717,pos_err_exceeded:206|joint_limit:113|max_steps:44|self_collision:17
60,24192,0.34595898103188527,40.39323043823242,134.44010416666666,0.15104166666666666,0.08278603106737137,-0.4589385390281677,0.04823202267289162,2.6782050132751465,251.22397446632385,pos_err_exceeded:191|joint_limit:118|max_steps:58|self_collision:15
70,28032,0.33317742237430764,42.9453125,144.76041666666666,0.13020833333333334,0.08688829839229584,-0.4826749563217163,0.04794362187385559,2.6830341815948486,290.64844155311584,pos_err_exceeded:165|joint_limit:138|max_steps:50|self_collision:29
80,31872,0.3146441084522332,39.69270706176758,139.90885416666666,0.1171875,0.08968985080718994,-0.4922161102294922,0.04765696823596954,2.662764310836792,330.18647956848145,pos_err_exceeded:189|joint_limit:125|max_steps:45|self_collision:23
90,35712,0.323994233121889,38.16145706176758,137.44010416666666,0.12760416666666666,0.08666229248046875,-0.41358664631843567,0.0473724789917469,2.679273843765259,369.32739877700806,pos_err_exceeded:199|joint_limit:107|max_steps:49|self_collision:27
100,39552,0.2960304915712611,38.0546875,145.859375,0.10416666666666667,0.09089969843626022,-0.4165075719356537,0.04708920419216156,2.670468330383301,408.3549108505249,pos_err_exceeded:194|joint_limit:123|max_steps:40|self_collision:23
110,43392,0.3358164589334954,40.921875,136.453125,0.11979166666666667,0.09678225964307785,-0.35643482208251953,0.04680769145488739,2.6643223762512207,447.76617074012756,pos_err_exceeded:181|joint_limit:124|max_steps:46|self_collision:29
120,47232,0.3397696992139223,40.29166793823242,136.51822916666666,0.125,0.0934804156422615,-0.48676031827926636,0.04652807489037514,2.645843029022217,487.24752736091614,pos_err_exceeded:200|joint_limit:114|max_steps:48|self_collision:19
130,51072,0.31157265594413575,37.88020706176758,138.24739583333334,0.12760416666666666,0.10238143056631088,-0.5033230185508728,0.04625015705823898,2.696298122406006,526.4965167045593,pos_err_exceeded:196|joint_limit:115|max_steps:49|self_collision:16
140,54912,0.30913506531266455,37.421875,139.74479166666666,0.125,0.09669817984104156,-0.492667019367218,0.045973848551511765,2.662944793701172,565.7329771518707,pos_err_exceeded:209|joint_limit:104|max_steps:48|self_collision:20
