iter,buffer_size,mean_R,mean_len,mean_T,success_rate,q_loss,pi_loss,alpha,entropy,wall,reasons
1,1152,0.4012012367668862,45.97916793823242,134.3125,0.1875,0.18398329615592957,-0.6331199407577515,0.04998500645160675,1.2443116903305054,25.059820890426636,joint_limit:37|pos_err_exceeded:35|max_steps:18|self_collision:5
10,2016,0.39166492146628934,44.28125,131.82291666666666,0.13541666666666666,0.12551653385162354,-0.44748654961586,0.04984954372048378,2.1260948181152344,43.56858205795288,joint_limit:40|pos_err_exceeded:33|max_steps:13|self_collision:8
20,2976,0.331009276215823,37.38541793823242,139.38541666666666,0.14583333333333334,0.11645956337451935,-0.5327852368354797,0.04969564825296402,2.410186767578125,63.48958992958069,joint_limit:38|pos_err_exceeded:29|max_steps:14|self_collision:14
30,3936,0.3601571910938483,41.05208206176758,131.625,0.14583333333333334,0.12363757193088531,-0.4650202989578247,0.04954119399189949,2.645559310913086,83.25031781196594,joint_limit:39|pos_err_exceeded:27|self_collision:15|max_steps:14
40,4896,0.3442985318602112,50.45833206176758,153.72916666666666,0.125,0.12245677411556244,-0.5619691014289856,0.04938720166683197,2.5278725624084473,103.2881326675415,pos_err_exceeded:38|joint_limit:32|max_steps:12|self_collision:10
50,5856,0.3868041705597052,43.13541793823242,130.53125,0.13541666666666666,0.11316430568695068,-0.47201085090637207,0.04923427104949951,2.688682794570923,123.30114197731018,pos_err_exceeded:38|joint_limit:34|max_steps:13|self_collision:8
60,6816,0.36887207002342937,46.41666793823242,142.25,0.15625,0.10705412924289703,-0.5491918921470642,0.04908166080713272,2.7437100410461426,143.0821430683136,joint_limit:34|pos_err_exceeded:30|max_steps:15|self_collision:13
70,7776,0.4034380822147358,50.32291793823242,130.40625,0.14583333333333334,0.11522527784109116,-0.4940856993198395,0.048929523676633835,2.6905922889709473,162.87808561325073,joint_limit:43|pos_err_exceeded:32|max_steps:14|self_collision:5
80,8736,0.37259843711836105,44.375,136.48958333333334,0.15625,0.10895103961229324,-0.4831657111644745,0.04877840727567673,2.6614980697631836,182.71905517578125,pos_err_exceeded:40|joint_limit:33|max_steps:15|self_collision:8
90,9696,0.4168498595991858,55.41666793823242,144.14583333333334,0.17708333333333334,0.11838402599096298,-0.5011584758758545,0.048628464341163635,2.724220037460327,202.48467779159546,joint_limit:37|pos_err_exceeded:32|max_steps:17|self_collision:9
100,10656,0.40651653373757113,51.32291793823242,139.3125,0.13541666666666666,0.0909811407327652,-0.4827197790145874,0.048479363322257996,2.7032034397125244,222.55797243118286,pos_err_exceeded:40|joint_limit:35|max_steps:13|self_collision:5
110,11616,0.37230591562703935,48.23958206176758,138.45833333333334,0.11458333333333333,0.1015288233757019,-0.5169209241867065,0.04833124950528145,2.6934618949890137,242.34538650512695,joint_limit:40|pos_err_exceeded:37|max_steps:11|self_collision:7
120,12576,0.3625918905725018,43.33333206176758,139.63541666666666,0.19791666666666666,0.09852811694145203,-0.5375992059707642,0.048183783888816833,2.654977798461914,262.125027179718,joint_limit:39|pos_err_exceeded:27|max_steps:19|self_collision:7
130,13536,0.37113837173812003,46.29166793823242,142.96875,0.16666666666666666,0.11592131853103638,-0.5176953077316284,0.04803702235221863,2.6838057041168213,281.8791677951813,pos_err_exceeded:36|joint_limit:32|max_steps:16|self_collision:10
140,14496,0.3432079553701149,42.3125,133.875,0.125,0.11159183830022812,-0.47809213399887085,0.047891195863485336,2.6853108406066895,301.84376215934753,pos_err_exceeded:42|joint_limit:29|self_collision:12|max_steps:12
150,15456,0.3833176893412116,47.36458206176758,133.46875,0.16666666666666666,0.11449635773897171,-0.6111501455307007,0.04774581268429756,2.7365245819091797,321.610445022583,pos_err_exceeded:36|joint_limit:35|max_steps:16|self_collision:7
160,16416,0.38551758702739986,44.64583206176758,139.9375,0.15625,0.11524093896150589,-0.5578416585922241,0.04760036990046501,2.6769466400146484,341.3939423561096,pos_err_exceeded:36|joint_limit:34|max_steps:15|self_collision:7
170,17376,0.4281960277010728,48.875,133.35416666666666,0.19791666666666666,0.10428014397621155,-0.5479779839515686,0.047455620020627975,2.725308418273926,361.18558526039124,pos_err_exceeded:37|joint_limit:34|max_steps:19|self_collision:5
180,18336,0.41709391446749616,54.39583206176758,135.09375,0.15625,0.11219492554664612,-0.5232922434806824,0.047311652451753616,2.648900032043457,380.9150159358978,joint_limit:38|pos_err_exceeded:33|max_steps:15|self_collision:8
190,19296,0.36947685184230994,43.98958206176758,131.96875,0.17708333333333334,0.12629114091396332,-0.5779682993888855,0.04716837778687477,2.7314305305480957,401.021915435791,joint_limit:38|pos_err_exceeded:32|max_steps:17|self_collision:6
200,20256,0.45260888950629735,53.04166793823242,136.96875,0.21875,0.10771467536687851,-0.5287165641784668,0.04702506214380264,2.7365670204162598,420.54650139808655,pos_err_exceeded:37|joint_limit:35|max_steps:21|self_collision:3
210,21216,0.40948288537989663,53.39583206176758,142.84375,0.16666666666666666,0.10521067678928375,-0.5525643825531006,0.04688217490911484,2.6686959266662598,440.4874577522278,joint_limit:36|pos_err_exceeded:28|max_steps:16|self_collision:14
220,22176,0.3923203148972381,51.60416793823242,141.86458333333334,0.14583333333333334,0.1138930469751358,-0.5205870866775513,0.0467403344810009,2.6585605144500732,460.1994745731354,pos_err_exceeded:41|joint_limit:25|self_collision:14|max_steps:14
