iter,buffer_size,mean_R,mean_raw_R,mean_oracle_raw_R,mean_len,mean_T,success_rate,q_loss,pi_loss,alpha,entropy,wall,reasons
1,4096,0.6269305944442749,0.2699776933676268,0.4222422359846778,38.201171875,150.734375,0.06787109375,0.05320696532726288,-1.0232064723968506,0.049970000982284546,2.718503713607788,6.460657596588135,pos_err_exceeded:1307|joint_limit:486|max_steps:139|self_collision:106
10,22528,0.5700986385345459,0.36150796866456114,0.589033264128068,48.74951171875,145.9375,0.1455078125,0.071937695145607,-0.7552214860916138,0.04970082640647888,2.7048683166503906,33.169013023376465,pos_err_exceeded:1097|joint_limit:525|max_steps:298|self_collision:121
20,43008,0.636322021484375,0.304061386457841,0.4600417153130581,36.7744140625,139.0625,0.0986328125,0.06930390000343323,-0.7625146508216858,0.04940301552414894,2.729177236557007,61.332935094833374,pos_err_exceeded:1149|joint_limit:555|max_steps:202|self_collision:137
30,63488,0.6545512676239014,0.3795885687538496,0.5785899269924408,47.767578125,132.5625,0.158203125,0.05195459723472595,-0.7196991443634033,0.049107082188129425,2.721954345703125,90.07701587677002,pos_err_exceeded:1134|joint_limit:502|max_steps:324|self_collision:82
40,83968,0.5780344605445862,0.3920729719964561,0.5970741695557578,50.51171875,138.859375,0.1650390625,0.0516229122877121,-0.8237280249595642,0.04881308972835541,2.74467396736145,118.40728306770325,pos_err_exceeded:957|joint_limit:542|max_steps:338|self_collision:135
50,104448,0.6271858215332031,0.3643367640269708,0.5527180476701865,46.171875,146.515625,0.1201171875,0.050185613334178925,-0.8067671060562134,0.04852110892534256,2.702204942703247,147.48335027694702,pos_err_exceeded:1111|joint_limit:493|max_steps:246|self_collision:180
60,124928,0.601975679397583,0.3300026353295815,0.4880106250259319,39.66796875,145.203125,0.16259765625,0.06117085739970207,-0.7044530510902405,0.04823131114244461,2.6873021125793457,176.48648357391357,pos_err_exceeded:1149|max_steps:333|joint_limit:316|self_collision:238
70,145408,0.6285290718078613,0.3963762390374166,0.6234591212194651,43.7763671875,132.0625,0.197265625,0.06524299085140228,-0.7307934165000916,0.047943565994501114,2.641720771789551,206.01346826553345,pos_err_exceeded:1110|joint_limit:406|max_steps:404|self_collision:114
80,165888,0.6158424615859985,0.4061820790573981,0.619602389588257,45.703125,133.171875,0.20263671875,0.06973612308502197,-0.6500929594039917,0.04765777662396431,2.659691095352173,235.92234826087952,pos_err_exceeded:968|joint_limit:476|max_steps:415|self_collision:184
90,186368,0.6649273633956909,0.4062633521698963,0.5809709396005149,45.17431640625,129.890625,0.20068359375,0.08589821308851242,-0.739609956741333,0.047373753041028976,2.7119832038879395,264.67978525161743,pos_err_exceeded:1092|joint_limit:416|max_steps:411|self_collision:85
100,200000,0.6835817098617554,0.3695273815519101,0.5098145284247035,48.958984375,152.125,0.11083984375,0.08012425899505615,-0.7202142477035522,0.04709150642156601,2.599201202392578,293.18617844581604,pos_err_exceeded:1176|joint_limit:574|max_steps:227|self_collision:67
110,200000,0.6072262525558472,0.36551925822532083,0.5786863453730923,43.81591796875,136.703125,0.1455078125,0.06577685475349426,-0.7023857235908508,0.04681071639060974,2.6780714988708496,322.7277443408966,pos_err_exceeded:1196|joint_limit:453|max_steps:298|self_collision:91
120,200000,0.6422334909439087,0.37171896191967624,0.5518607047211646,47.66552734375,145.03125,0.1708984375,0.07910610735416412,-0.7152888178825378,0.046531323343515396,2.6712136268615723,351.5728371143341,pos_err_exceeded:1135|joint_limit:430|max_steps:350|self_collision:131
