iter,buffer_size,mean_R,mean_len,mean_T,success_rate,q_loss,pi_loss,alpha,entropy,wall,reasons
1030,99936,0.27518408649981047,35.0,140.25,0.07291666666666667,0.0890016183257103,-0.36976009607315063,0.03662572428584099,2.675713300704956,1330.7481000423431,pos_err_exceeded:49|joint_limit:32|max_steps:7|self_collision:7
1040,100000,0.3018416506192741,34.69791793823242,133.73958333333334,0.13541666666666666,0.09646034240722656,-0.42061319947242737,0.03651632368564606,2.6366920471191406,1343.602994441986,pos_err_exceeded:48|joint_limit:27|max_steps:13|self_collision:6
1050,100000,0.32039582116274784,42.14583206176758,141.83333333333334,0.125,0.10507234930992126,-0.427849680185318,0.0364074669778347,2.6202034950256348,1356.3590791225433,pos_err_exceeded:46|joint_limit:29|max_steps:12|self_collision:7
1060,100000,0.31722896966774067,42.95833206176758,151.28125,0.07291666666666667,0.08892576396465302,-0.3879218101501465,0.03629876300692558,2.6306934356689453,1368.796873807907,pos_err_exceeded:42|joint_limit:40|max_steps:7|self_collision:4
1070,100000,0.3249634395778829,40.89583206176758,145.29166666666666,0.125,0.092206671833992,-0.4123120903968811,0.03619055822491646,2.629507064819336,1381.553352355957,pos_err_exceeded:54|joint_limit:23|max_steps:12|self_collision:6
1080,100000,0.2573443719296013,31.94791603088379,150.94791666666666,0.08333333333333333,0.10830716043710709,-0.42071887850761414,0.036082807928323746,2.6054189205169678,1394.228486776352,pos_err_exceeded:60|joint_limit:21|max_steps:8|self_collision:4
1090,100000,0.3954768731695591,45.5625,135.40625,0.13541666666666666,0.08937568962574005,-0.38181573152542114,0.03597503900527954,2.654581069946289,1406.6492290496826,pos_err_exceeded:53|joint_limit:22|max_steps:13|self_collision:5
1100,100000,0.3082933562703118,37.04166793823242,141.11458333333334,0.10416666666666667,0.09087879210710526,-0.4562770426273346,0.0358673632144928,2.6746459007263184,1419.4069068431854,pos_err_exceeded:59|joint_limit:23|max_steps:10|self_collision:3
1110,100000,0.3440005854561626,47.125,146.91666666666666,0.13541666666666666,0.09491315484046936,-0.3434390425682068,0.03575999662280083,2.6184630393981934,1432.1364724636078,pos_err_exceeded:44|joint_limit:28|max_steps:13|self_collision:8
1120,100000,0.3226747794795022,45.05208206176758,146.39583333333334,0.07291666666666667,0.10764287412166595,-0.49223512411117554,0.03565312176942825,2.64906907081604,1444.68195104599,pos_err_exceeded:53|joint_limit:28|self_collision:7|max_steps:7
