iter,buffer_size,mean_R,mean_raw_R,mean_oracle_raw_R,mean_len,mean_T,success_rate,q_loss,pi_loss,alpha,entropy,wall,reasons
8320,200000,0.7967574596405029,0.39341961627780625,0.4725807357286295,54.876953125,147.828125,0.1982421875,0.005468353629112244,-0.7635980844497681,0.0029352358542382717,-6.210527420043945,23451.593360185623,pos_err_exceeded:1366|max_steps:406|joint_limit:222|self_collision:54
8330,200000,0.7689909934997559,0.39386871439050325,0.44931992847554725,57.64794921875,151.5625,0.14306640625,0.011550231836736202,-0.7578870058059692,0.0029510424938052893,-6.4347710609436035,23479.87460398674,pos_err_exceeded:1089|joint_limit:493|max_steps:293|self_collision:114
8340,200000,0.797681987285614,0.4026402023867771,0.4931071012678062,52.4248046875,138.25,0.16162109375,0.007187763229012489,-0.7387019395828247,0.0029686889611184597,-6.695034027099609,23507.35631752014,pos_err_exceeded:1255|joint_limit:333|max_steps:331|self_collision:97
8350,200000,0.757891833782196,0.3551821105601939,0.46191025149269915,43.47021484375,145.3125,0.154296875,0.008362453430891037,-0.7286946773529053,0.0029962342232465744,-6.331511497497559,23534.13372707367,pos_err_exceeded:1264|joint_limit:329|max_steps:316|self_collision:130
8360,200000,0.7961245775222778,0.3977897430339085,0.4548765163325323,52.33056640625,135.328125,0.158203125,0.010275362990796566,-0.7462877035140991,0.0030217200983315706,-6.1894612312316895,23562.57551598549,pos_err_exceeded:1323|max_steps:324|joint_limit:299|self_collision:102
8370,200000,0.8219417333602905,0.45195425531853783,0.523324708517122,55.5673828125,143.265625,0.20849609375,0.008274991996586323,-0.7254043221473694,0.0030443614814430475,-6.409590721130371,23590.641951322556,pos_err_exceeded:1102|max_steps:427|joint_limit:339|self_collision:180
8380,200000,0.807420015335083,0.4079043472908332,0.45444515871612007,56.5556640625,153.46875,0.22705078125,0.007537915837019682,-0.7480801939964294,0.0030686408281326294,-6.07373571395874,23618.92799806595,pos_err_exceeded:1102|max_steps:465|joint_limit:284|self_collision:196
8390,200000,0.7983047962188721,0.48028120711182176,0.5560086414575567,53.77587890625,132.078125,0.1884765625,0.008718375116586685,-0.7270664572715759,0.0030890183988958597,-6.547307014465332,23647.38552927971,pos_err_exceeded:1073|joint_limit:483|max_steps:386|self_collision:96
8400,200000,0.8086512088775635,0.443001086056824,0.5016766211768554,60.9619140625,148.78125,0.16015625,0.006216402631253004,-0.7462685704231262,0.003114169230684638,-6.306340217590332,23676.0417406559,pos_err_exceeded:1141|joint_limit:459|max_steps:328|self_collision:62
8410,200000,0.7985082864761353,0.4139465420530575,0.4987644934283165,50.9794921875,135.578125,0.1865234375,0.0067142462357878685,-0.7439274787902832,0.0031350040808320045,-6.426084995269775,23705.027376890182,pos_err_exceeded:1178|joint_limit:383|max_steps:382|self_collision:72
8420,200000,0.7942569255828857,0.4110596040601112,0.4595472749494586,48.95654296875,138.109375,0.19921875,0.013014323078095913,-0.754179060459137,0.0031564750242978334,-6.325307369232178,23732.669155836105,pos_err_exceeded:1183|max_steps:408|joint_limit:274|self_collision:151
8430,200000,0.785077691078186,0.45228804327782746,0.540522607481184,61.3779296875,145.46875,0.1279296875,0.005343320779502392,-0.7155758142471313,0.0031715640798211098,-6.298205375671387,23761.302735328674,pos_err_exceeded:1175|joint_limit:443|max_steps:262|self_collision:136
8440,200000,0.833075225353241,0.43462001855832627,0.4941628434522368,55.53125,149.578125,0.15380859375,0.007534808479249477,-0.7134707570075989,0.0031810677610337734,-6.581247806549072,23788.675340890884,pos_err_exceeded:1288|joint_limit:389|max_steps:315|self_collision:56
