task_id,T_rl,T_base,ratio_rl_base,term_rl,term_base
3865,52,33,1.5757575757575757,cone,cone
3866,116,33,3.515151515151515,jl,cone
3867,86,34,2.5294117647058822,cone,cone
3868,16,16,1.0,jl,jl
3869,66,30,2.2,jl,cone
3870,34,36,0.9444444444444444,cone,cone
3871,77,29,2.6551724137931036,cone,cone
3872,23,21,1.0952380952380953,cone,cone
3873,27,21,1.2857142857142858,jl,cone
3874,54,23,2.347826086956522,cone,cone
3875,46,34,1.3529411764705883,cone,cone
3876,62,62,1.0,cone,cone
3877,20,23,0.8695652173913043,jl,cone
3878,25,18,1.3888888888888888,cone,cone
3879,32,33,0.9696969696969697,jl,cone
3880,70,22,3.1818181818181817,cone,cone
3881,28,26,1.0769230769230769,cone,cone
3882,60,42,1.4285714285714286,cone,cone
3883,21,37,0.5675675675675675,jl,cone
3884,20,27,0.7407407407407407,cone,cone
3885,49,32,1.53125,cone,cone
3886,18,18,1.0,cone,cone
3887,58,28,2.0714285714285716,cone,cone
3888,41,35,1.1714285714285715,cone,cone
3889,80,72,1.1111111111111112,cone,cone
3890,18,17,1.0588235294117647,cone,cone
3891,18,29,0.6206896551724138,jl,jl
3892,58,33,1.7575757575757576,cone,cone
3893,18,17,1.0588235294117647,jl,jl
3894,9,26,0.34615384615384615,jl,cone
3895,19,19,1.0,cone,cone
3896,37,26,1.4230769230769231,cone,cone
3897,20,19,1.0526315789473684,cone,cone
3898,77,77,1.0,lateral,lateral
3899,15,15,1.0,lateral,lateral
3900,29,29,1.0,lateral,lateral
3901,76,37,2.054054054054054,jl,cone
3902,14,19,0.7368421052631579,jl,jl
3903,22,25,0.88,cone,cone
3904,110,21,5.238095238095238,jl,cone
3905,17,17,1.0,cone,cone
3906,12,16,0.75,cone,cone
3907,3,44,0.06818181818181818,jl,jl
3908,30,43,0.6976744186046512,jl,cone
3909,63,49,1.2857142857142858,jl,jl
3910,16,16,1.0,jl,jl
3911,13,24,0.5416666666666666,collision,cone
3912,17,17,1.0,cone,cone
3913,61,44,1.3863636363636365,cone,cone
3914,17,32,0.53125,jl,jl
3915,38,38,1.0,jl,cone
3916,20,20,1.0,cone,cone
3917,18,18,1.0,cone,cone
3918,5,24,0.20833333333333334,jl,cone
3919,25,26,0.9615384615384616,cone,cone
3920,20,23,0.8695652173913043,cone,cone
3921,21,20,1.05,cone,cone
3922,33,27,1.2222222222222223,cone,cone
3923,60,39,1.5384615384615385,jl,cone
3924,75,22,3.409090909090909,lateral,cone
3925,20,19,1.0526315789473684,cone,cone
3926,34,28,1.2142857142857142,cone,cone
3927,9,15,0.6,jl,jl
3928,21,21,1.0,cone,cone
3929,98,84,1.1666666666666667,cone,cone
3930,58,29,2.0,cone,cone
3931,43,31,1.3870967741935485,jl,cone
3932,64,30,2.1333333333333333,cone,cone
3933,13,13,1.0,lateral,lateral
3934,19,24,0.7916666666666666,cone,cone
3935,46,31,1.4838709677419355,cone,cone
3936,35,30,1.1666666666666667,cone,cone
3937,9,27,0.3333333333333333,jl,cone
3938,101,24,4.208333333333333,jl,cone
3939,22,22,1.0,cone,cone
3940,101,33,3.0606060606060606,cone,cone
3941,19,19,1.0,lateral,lateral
3942,20,23,0.8695652173913043,jl,jl
3943,29,25,1.16,cone,cone
3944,58,44,1.3181818181818181,jl,cone
3945,46,39,1.1794871794871795,cone,cone
3946,35,30,1.1666666666666667,jl,cone
3947,59,26,2.269230769230769,cone,cone
3948,42,42,1.0,lateral,lateral
3949,26,23,1.1304347826086956,cone,cone
3950,50,35,1.4285714285714286,jl,cone
3951,5,19,0.2631578947368421,jl,jl
3952,32,29,1.103448275862069,cone,cone
3953,70,45,1.5555555555555556,cone,cone
3954,18,18,1.0,cone,cone
3955,38,37,1.027027027027027,cone,cone
3956,51,35,1.457142857142857,cone,cone
3957,17,20,0.85,cone,cone
3958,19,17,1.1176470588235294,cone,cone
3959,41,41,1.0,lateral,cone
3960,38,32,1.1875,cone,cone
3961,17,17,1.0,cone,cone
3962,18,15,1.2,cone,cone
3963,42,40,1.05,cone,cone
3964,32,28,1.1428571428571428,cone,cone
3965,14,13,1.0769230769230769,cone,cone
3966,48,39,1.2307692307692308,jl,cone
3967,40,44,0.9090909090909091,jl,jl
3968,36,36,1.0,cone,cone
3969,13,13,1.0,cone,cone
3970,11,11,1.0,cone,cone
3971,68,47,1.446808510638298,cone,cone
3972,63,64,0.984375,cone,cone
3973,35,78,0.44871794871794873,jl,cone
3974,5,10,0.5,jl,lateral
3975,58,26,2.230769230769231,jl,cone
3976,16,16,1.0,lateral,lateral
3977,33,24,1.375,cone,cone
3978,29,29,1.0,cone,cone
3979,39,35,1.1142857142857143,cone,cone
3980,25,21,1.1904761904761905,cone,cone
3981,64,27,2.3703703703703702,jl,cone
3982,29,34,0.8529411764705882,jl,cone
3983,44,37,1.1891891891891893,cone,cone
3984,26,21,1.2380952380952381,jl,jl
3985,40,26,1.5384615384615385,cone,cone
3986,52,34,1.5294117647058822,jl,jl
3987,2,43,0.046511627906976744,jl,cone
3988,50,22,2.272727272727273,cone,cone
3989,19,17,1.1176470588235294,cone,cone
3990,92,69,1.3333333333333333,cone,cone
3991,23,22,1.0454545454545454,cone,cone
3992,60,33,1.8181818181818181,cone,cone
