iter,mean_real_R,mean_chosen_real_R,mean_unif_oracle_R,mean_phantom_R,res_loss,res_mae,pi_loss,alpha,entropy,frac_chosen_eq_phantom_argmax,wall
100,0.18241101503372192,0.24298891425132751,0.34541043639183044,0.4305122494697571,0.08646048605442047,0.23620499670505524,1.0605659484863281,0.051506154239177704,1.1464135646820068,0.359375,364.0119068622589
110,0.15112769603729248,0.1793767809867859,0.27419450879096985,0.3217536509037018,0.0708511471748352,0.2157924473285675,-0.13572770357131958,0.05164089426398277,-0.287553071975708,0.53125,400.63852167129517
120,0.16571184992790222,0.1604377031326294,0.2977794408798218,0.4394260048866272,0.08374372124671936,0.22627010941505432,-0.5564557909965515,0.05176132544875145,-0.32749539613723755,0.390625,436.4639518260956
130,0.1598874032497406,0.22452685236930847,0.33391281962394714,0.3869544267654419,0.08572164177894592,0.23339226841926575,-0.6099647879600525,0.05187680572271347,-0.2180975079536438,0.609375,473.41250944137573
140,0.17525643110275269,0.2319754660129547,0.3065309226512909,0.3411101698875427,0.07092820107936859,0.2098318189382553,-0.8772066235542297,0.05199258774518967,-0.5934178829193115,0.375,511.07618594169617
150,0.17109625041484833,0.24844907224178314,0.2690765857696533,0.33104801177978516,0.06886231154203415,0.20038731396198273,-1.02741277217865,0.05210278555750847,-0.968713641166687,0.46875,548.1688122749329
160,0.14226599037647247,0.1901669204235077,0.28318971395492554,0.34241682291030884,0.0729340985417366,0.21288621425628662,-1.6914976835250854,0.05220848321914673,-1.32328462600708,0.359375,584.1222178936005
170,0.18010693788528442,0.19494593143463135,0.3629957437515259,0.43878501653671265,0.09926867485046387,0.26625585556030273,-1.7081544399261475,0.05231012776494026,-2.158078670501709,0.3125,621.367582321167
180,0.16059304773807526,0.18093375861644745,0.31362688541412354,0.35446697473526,0.07567091286182404,0.21734145283699036,-2.519869565963745,0.05240248516201973,-2.7676169872283936,0.375,658.232269525528
190,0.14941304922103882,0.15890280902385712,0.2909250855445862,0.36187803745269775,0.08098521828651428,0.22551986575126648,-3.4208335876464844,0.05248392000794411,-3.11234450340271,0.34375,693.5262584686279
200,0.17166808247566223,0.17434930801391602,0.3446024954319,0.37471896409988403,0.09155358374118805,0.23012010753154755,-3.6837992668151855,0.052553437650203705,-4.101082801818848,0.515625,730.1298286914825
210,0.15642312169075012,0.2011115550994873,0.3139011561870575,0.396877646446228,0.0756966844201088,0.21249067783355713,-4.596426486968994,0.052605047821998596,-4.751392364501953,0.484375,767.0216009616852
220,0.18477371335029602,0.191452756524086,0.3589410185813904,0.3774017095565796,0.07885752618312836,0.22691664099693298,-4.161396026611328,0.052644696086645126,-4.657009601593018,0.453125,802.3061573505402
230,0.1309184432029724,0.20156732201576233,0.22456607222557068,0.23865187168121338,0.04792141541838646,0.15952825546264648,-4.180227279663086,0.052679672837257385,-4.645540714263916,0.265625,839.7285997867584
240,0.20060575008392334,0.23003903031349182,0.3435705900192261,0.3810442090034485,0.07745034247636795,0.22502334415912628,-3.658172369003296,0.052717629820108414,-3.741868495941162,0.453125,876.2895419597626
250,0.20344872772693634,0.26137620210647583,0.3534749746322632,0.36780452728271484,0.07432971894741058,0.22310027480125427,-4.157276153564453,0.05276642367243767,-4.299016952514648,0.390625,913.2551121711731
260,0.11251182854175568,0.1473298817873001,0.2199714183807373,0.28125497698783875,0.06538096070289612,0.19590020179748535,-4.315000057220459,0.05281481891870499,-4.376248359680176,0.53125,947.3402905464172
270,0.12676411867141724,0.18700379133224487,0.27981773018836975,0.3360932469367981,0.08612736314535141,0.2504458427429199,-3.8281097412109375,0.05286499485373497,-3.935997486114502,0.375,984.7363533973694
280,0.14653855562210083,0.17943617701530457,0.2883472442626953,0.3311782777309418,0.07436567544937134,0.21445953845977783,-3.7688584327697754,0.052918437868356705,-3.812304973602295,0.375,1019.5326595306396
290,0.13747304677963257,0.18470415472984314,0.28774020075798035,0.3414466977119446,0.08347056806087494,0.22843962907791138,-3.837491035461426,0.05297432094812393,-3.7682981491088867,0.5,1055.8631682395935
300,0.18802794814109802,0.22210754454135895,0.3657671809196472,0.39116013050079346,0.078668974339962,0.21763741970062256,-3.482482671737671,0.05303283408284187,-3.6941452026367188,0.5625,1092.524385213852
310,0.15764948725700378,0.1920686662197113,0.3397693336009979,0.4020301401615143,0.09668175131082535,0.26260465383529663,-3.4723172187805176,0.05309412628412247,-3.6154820919036865,0.40625,1128.7452020645142
320,0.1806064248085022,0.213975191116333,0.3519197404384613,0.348510205745697,0.06974104046821594,0.2104998379945755,-2.1069231033325195,0.05316881462931633,-1.9566649198532104,0.46875,1163.6577591896057
330,0.15611863136291504,0.21591097116470337,0.28202205896377563,0.33442193269729614,0.06681153923273087,0.209673210978508,-0.9431262016296387,0.05327792838215828,-0.9499763250350952,0.484375,1199.9012117385864
340,0.1461048126220703,0.15894117951393127,0.3224918246269226,0.35513758659362793,0.07928483188152313,0.22638630867004395,-1.157637596130371,0.053414084017276764,-1.2082371711730957,0.375,1236.8377516269684
350,0.12668724358081818,0.1360577493906021,0.23761659860610962,0.32614898681640625,0.07900284975767136,0.21728555858135223,-0.44995003938674927,0.053559597581624985,-0.4941282570362091,0.46875,1274.4229137897491
360,0.1834789514541626,0.25958073139190674,0.33452343940734863,0.3580997884273529,0.07596102356910706,0.21465089917182922,-0.850858747959137,0.053717996925115585,-0.5390815734863281,0.53125,1310.2581701278687
370,0.18416637182235718,0.2597357928752899,0.4048346281051636,0.4351390600204468,0.08948725461959839,0.2495429813861847,0.2700807750225067,0.05388582870364189,-0.12609030306339264,0.4375,1346.7192823886871
380,0.16524581611156464,0.19542421400547028,0.3038978576660156,0.3717593550682068,0.07586310058832169,0.2246120572090149,0.2745487093925476,0.05406377837061882,0.41631436347961426,0.40625,1383.4982297420502
390,0.17113421857357025,0.21197636425495148,0.32718175649642944,0.3685653805732727,0.08406937122344971,0.23631519079208374,0.09454546868801117,0.05424848198890686,0.41248178482055664,0.578125,1420.3098676204681
400,0.1795923411846161,0.29475489258766174,0.35984957218170166,0.4382867217063904,0.09629286080598831,0.2604362964630127,0.8662453293800354,0.05444003641605377,0.5867448449134827,0.421875,1455.6873230934143
410,0.16211341321468353,0.2567341923713684,0.318136990070343,0.3499019145965576,0.07264985144138336,0.20338043570518494,0.2713839113712311,0.0546371191740036,0.2035740166902542,0.4375,1492.9838411808014
420,0.2044505774974823,0.2524959146976471,0.36752527952194214,0.4007411301136017,0.08770456910133362,0.23649290204048157,0.7283850312232971,0.05483103543519974,0.5017566680908203,0.453125,1530.006131887436
430,0.1729285717010498,0.1994490772485733,0.33159202337265015,0.31995517015457153,0.07089999318122864,0.1950538009405136,0.5306739211082458,0.05502709373831749,0.41741472482681274,0.46875,1566.555240392685
440,0.1396552324295044,0.2290918231010437,0.333746075630188,0.3481405973434448,0.08790455758571625,0.24189910292625427,0.3865434527397156,0.05522181838750839,0.11928669363260269,0.4375,1603.4922451972961
450,0.17846029996871948,0.23920370638370514,0.33213216066360474,0.3820233643054962,0.07384800910949707,0.21177372336387634,0.8376826047897339,0.05541301518678665,0.9294899106025696,0.484375,1639.2054238319397
460,0.19018517434597015,0.22326040267944336,0.35545089840888977,0.4272966980934143,0.10925547778606415,0.2716394066810608,1.6874635219573975,0.05561373382806778,1.2658485174179077,0.40625,1675.8853604793549
470,0.14955639839172363,0.16891556978225708,0.27748367190361023,0.322009801864624,0.06624563783407211,0.20071563124656677,0.9312240481376648,0.055820658802986145,0.8933489918708801,0.390625,1712.4924507141113
480,0.15827201306819916,0.20546312630176544,0.296270489692688,0.3305564820766449,0.07161320745944977,0.20624880492687225,0.4248163104057312,0.05602627992630005,0.6194033622741699,0.5,1746.536334514618
490,0.13653399050235748,0.16876012086868286,0.2531293034553528,0.33371105790138245,0.06657008826732635,0.20603729784488678,0.7265670299530029,0.05622561275959015,0.6186912059783936,0.5,1784.393162727356
500,0.14800801873207092,0.17644283175468445,0.29099181294441223,0.34966206550598145,0.0742902159690857,0.20921392738819122,0.28333431482315063,0.0564178042113781,0.2280445545911789,0.484375,1820.1238899230957
510,0.22346580028533936,0.3206852674484253,0.41902661323547363,0.3950400948524475,0.07601295411586761,0.21878880262374878,0.6812530159950256,0.056604720652103424,0.4291573464870453,0.46875,1856.7055037021637
520,0.16515564918518066,0.24869024753570557,0.35930246114730835,0.38460421562194824,0.08310507237911224,0.23796021938323975,0.2421092689037323,0.05679404363036156,0.31374797224998474,0.390625,1892.124500989914
530,0.12962797284126282,0.18651893734931946,0.2482234090566635,0.32905104756355286,0.0842718631029129,0.22979916632175446,-0.2796895503997803,0.05697976425290108,-0.09655098617076874,0.5625,1928.639009475708
540,0.17124637961387634,0.23667508363723755,0.3375389575958252,0.3951542377471924,0.08846715837717056,0.23691165447235107,-0.002249930053949356,0.05715624615550041,-0.27616366744041443,0.390625,1966.5326070785522
550,0.1405566930770874,0.21823357045650482,0.3119402527809143,0.31101441383361816,0.061753854155540466,0.19718259572982788,0.23139475286006927,0.05733076483011246,0.09432507306337357,0.578125,2002.2624456882477
560,0.14046044647693634,0.1541430652141571,0.258628249168396,0.3515470027923584,0.07897261530160904,0.22914063930511475,0.6644434928894043,0.05750807002186775,0.3524881601333618,0.4375,2037.5302245616913
570,0.14133158326148987,0.21390308439731598,0.31642210483551025,0.3822060823440552,0.08964034914970398,0.24755223095417023,-0.6341765522956848,0.05769066512584686,-0.14624591171741486,0.40625,2073.8641736507416
580,0.1546725034713745,0.19486762583255768,0.31777387857437134,0.3718734383583069,0.08318635076284409,0.22943374514579773,-0.9318608641624451,0.0578659251332283,-0.8465391993522644,0.40625,2109.957611322403
590,0.1694577932357788,0.23433080315589905,0.3655977249145508,0.390546977519989,0.08095785975456238,0.2286374270915985,-0.982408344745636,0.05802842602133751,-1.2421445846557617,0.421875,2146.2600481510162
600,0.1650150567293167,0.21307995915412903,0.3175223469734192,0.3688006103038788,0.07108817249536514,0.2108253836631775,-1.4159976243972778,0.05818304419517517,-1.3641678094863892,0.453125,2182.6139974594116
610,0.18336793780326843,0.2313380241394043,0.37484490871429443,0.3605116605758667,0.08355631679296494,0.21914537250995636,-0.7113708257675171,0.058336127549409866,-1.0145015716552734,0.484375,2217.6594653129578
620,0.14767706394195557,0.2150677889585495,0.30985867977142334,0.35298246145248413,0.07672525942325592,0.21808850765228271,-0.7385478615760803,0.05849318578839302,-0.6217707991600037,0.4375,2253.9685719013214
630,0.15442177653312683,0.1724058836698532,0.31610020995140076,0.3621765375137329,0.08037987351417542,0.2376415729522705,-0.7582408785820007,0.05865656957030296,-0.5007261037826538,0.5625,2289.1945679187775
640,0.14106124639511108,0.16750669479370117,0.2908748388290405,0.3774464726448059,0.10187095403671265,0.2757396697998047,-0.4453396201133728,0.0588207021355629,-0.5764157176017761,0.421875,2324.243957042694
650,0.15908107161521912,0.1771765500307083,0.28859463334083557,0.36111971735954285,0.08703413605690002,0.22922733426094055,-0.7476664185523987,0.05898483842611313,-0.23285198211669922,0.515625,2361.1702089309692
660,0.1546289026737213,0.25778928399086,0.3541945815086365,0.3586692214012146,0.06733831763267517,0.20026575028896332,-1.5517383813858032,0.059152454137802124,-1.3037899732589722,0.359375,2396.892338037491
670,0.19528672099113464,0.24018482863903046,0.3916276693344116,0.39350709319114685,0.07017850875854492,0.2051461786031723,-0.8046181201934814,0.05930914729833603,-1.2503609657287598,0.5,2433.7173597812653
680,0.15781128406524658,0.2030300348997116,0.3005416989326477,0.3662068247795105,0.07748039066791534,0.21996836364269257,-0.9951477646827698,0.05945858731865883,-1.4057239294052124,0.328125,2469.696994304657
690,0.17201805114746094,0.2672230005264282,0.3839610815048218,0.36776265501976013,0.08596564829349518,0.22608903050422668,0.38121259212493896,0.05961393192410469,-0.6353875398635864,0.4375,2505.6116015911102
700,0.12158826738595963,0.18112722039222717,0.24796190857887268,0.25237053632736206,0.05545494705438614,0.15335826575756073,-0.05176154524087906,0.059779390692710876,-0.23392994701862335,0.578125,2541.2677471637726
710,0.16381043195724487,0.2755305767059326,0.3653196096420288,0.34182363748550415,0.080692820250988,0.22507822513580322,0.021266935393214226,0.059955038130283356,-0.02081068977713585,0.53125,2576.7624793052673
720,0.1291981041431427,0.13591282069683075,0.25721144676208496,0.31004345417022705,0.06598922610282898,0.19594761729240417,0.4121718108654022,0.06014108285307884,-0.1320509910583496,0.40625,2612.181992292404
730,0.1635572761297226,0.2766791880130768,0.31888413429260254,0.3637767434120178,0.07123023271560669,0.19680064916610718,0.5698323845863342,0.06033309921622276,0.7241148948669434,0.40625,2650.0873079299927
740,0.14604206383228302,0.2399044930934906,0.3139503598213196,0.3433781564235687,0.07378177344799042,0.21674619615077972,0.8390476703643799,0.06053689867258072,0.834483802318573,0.53125,2685.9969182014465
750,0.18082121014595032,0.2180742621421814,0.3356019854545593,0.37049880623817444,0.07894749939441681,0.2226664125919342,-0.4818463921546936,0.06074264273047447,-0.31508880853652954,0.453125,2723.841563940048
760,0.1636185348033905,0.22085881233215332,0.3144662082195282,0.3556244373321533,0.07812085747718811,0.23809167742729187,-0.4540664851665497,0.06092999503016472,-0.7378289699554443,0.484375,2762.434067964554
770,0.19441497325897217,0.24175406992435455,0.37641867995262146,0.3941047787666321,0.0989784374833107,0.258899986743927,-0.8367985486984253,0.06110306829214096,-0.9840118885040283,0.328125,2797.9831149578094
780,0.17681896686553955,0.19479899108409882,0.3592516779899597,0.4153386950492859,0.07848288118839264,0.23448659479618073,-1.1402753591537476,0.061269909143447876,-0.9419646263122559,0.515625,2835.0998528003693
790,0.1663721352815628,0.1927572339773178,0.3276597261428833,0.3765139579772949,0.07639656960964203,0.22284114360809326,-1.0784045457839966,0.0614313967525959,-0.8064650893211365,0.390625,2870.672956228256
800,0.15615475177764893,0.20696842670440674,0.305362343788147,0.332946240901947,0.062355659902095795,0.1893121302127838,-0.92132568359375,0.06159217283129692,-0.9030413627624512,0.515625,2908.1272621154785
810,0.14596915245056152,0.20172551274299622,0.2748257517814636,0.3382044732570648,0.06892983615398407,0.2191602885723114,-0.5443148612976074,0.06175690516829491,-0.8967161178588867,0.515625,2944.1613006591797
820,0.13812199234962463,0.21384775638580322,0.3068090081214905,0.31291642785072327,0.06344848871231079,0.19328956305980682,-0.714617133140564,0.06192560866475105,-0.6102897524833679,0.53125,2979.058228492737
830,0.15417484939098358,0.1697283685207367,0.30755263566970825,0.31359001994132996,0.05844850093126297,0.17264974117279053,-0.33562391996383667,0.06209971383213997,-0.5808478593826294,0.4375,3015.4489545822144
840,0.17785190045833588,0.19267606735229492,0.3743784427642822,0.3708537220954895,0.07782875746488571,0.2221534252166748,-1.0832252502441406,0.06227211654186249,-1.143173336982727,0.484375,3052.9490814208984
850,0.14097213745117188,0.20474912226200104,0.28770166635513306,0.40227362513542175,0.09557630121707916,0.2439306080341339,-1.6595832109451294,0.062439870089292526,-1.3898156881332397,0.40625,3088.267360687256
860,0.14938129484653473,0.19131092727184296,0.3093454837799072,0.36083242297172546,0.06954224407672882,0.21247130632400513,-0.30790436267852783,0.06260815262794495,-1.1119405031204224,0.40625,3122.6476168632507
870,0.17999449372291565,0.22470837831497192,0.3796129822731018,0.4489611089229584,0.08946043252944946,0.2603386640548706,-0.41801923513412476,0.06278005242347717,-0.4834015667438507,0.421875,3159.4912109375
880,0.17485922574996948,0.2524150013923645,0.31038472056388855,0.3894829750061035,0.08940127491950989,0.23896704614162445,-0.7710901498794556,0.06295782327651978,-1.0804426670074463,0.359375,3195.0965056419373
890,0.1491696834564209,0.22494252026081085,0.3276250958442688,0.38139107823371887,0.09153874218463898,0.2424822449684143,-0.7424405217170715,0.06313099712133408,-1.2585490942001343,0.4375,3233.4953846931458
900,0.15748703479766846,0.18295639753341675,0.3071342408657074,0.417838990688324,0.0786728709936142,0.2321958988904953,-2.2964329719543457,0.06329220533370972,-2.7033138275146484,0.484375,3268.1423835754395
910,0.13271254301071167,0.1638588309288025,0.2459101378917694,0.34537458419799805,0.07083164900541306,0.2161000519990921,-3.407977819442749,0.0634281262755394,-3.192445755004883,0.34375,3304.540974855423
920,0.17751286923885345,0.2261095494031906,0.3351954221725464,0.4024686813354492,0.08829730749130249,0.23620782792568207,-3.617215156555176,0.0635313019156456,-4.767488479614258,0.296875,3341.383924484253
930,0.18574495613574982,0.26226186752319336,0.3610921800136566,0.38500282168388367,0.08069422841072083,0.21567222476005554,-5.842765808105469,0.06358479708433151,-5.422764778137207,0.4375,3378.212245464325
940,0.16557644307613373,0.21621446311473846,0.2978363037109375,0.3707866966724396,0.07708408683538437,0.21086940169334412,-3.8402915000915527,0.06362317502498627,-4.284387588500977,0.421875,3413.392425775528
950,0.15033891797065735,0.17142201960086823,0.3259029984474182,0.39418256282806396,0.08755207806825638,0.2535473704338074,-3.3373332023620605,0.06368078291416168,-3.343470811843872,0.4375,3448.247362613678
960,0.18855635821819305,0.280538946390152,0.3997247517108917,0.4146185517311096,0.0902104377746582,0.24100665748119354,-2.439295768737793,0.06376439332962036,-2.5919435024261475,0.421875,3484.4728894233704
970,0.16682174801826477,0.22359541058540344,0.34091222286224365,0.3923138380050659,0.08209057152271271,0.2244514673948288,-2.326277256011963,0.06387025862932205,-2.0619516372680664,0.4375,3519.9468927383423
980,0.1537310779094696,0.17884841561317444,0.2988497316837311,0.3257913291454315,0.07613276690244675,0.2008163034915924,-1.7945594787597656,0.06399740278720856,-1.5130072832107544,0.453125,3557.0302298069
990,0.191182941198349,0.20112809538841248,0.336800217628479,0.3682551681995392,0.07328537851572037,0.21269166469573975,-1.8850685358047485,0.06413990259170532,-1.774747610092163,0.5,3594.0017523765564
1000,0.18071234226226807,0.24587339162826538,0.3559303283691406,0.36996719241142273,0.079911969602108,0.2162613868713379,-1.7620151042938232,0.06429478526115417,-1.1395227909088135,0.4375,3628.5009410381317
1010,0.17439454793930054,0.20241592824459076,0.29448407888412476,0.3812463581562042,0.08591481298208237,0.23157241940498352,-1.6577270030975342,0.06446468830108643,-1.2769837379455566,0.421875,3665.996519088745
1020,0.14786556363105774,0.16369929909706116,0.3166162669658661,0.36515623331069946,0.07702143490314484,0.22137045860290527,-1.3894803524017334,0.0646391361951828,-0.9537270069122314,0.578125,3702.1007311344147
1030,0.14962893724441528,0.17871743440628052,0.29560112953186035,0.3430796265602112,0.07865642756223679,0.20826157927513123,-0.7371292114257812,0.06481613963842392,-1.2396650314331055,0.390625,3738.368386745453
1040,0.18226882815361023,0.23612898588180542,0.3927333950996399,0.3646962642669678,0.06964892148971558,0.20601442456245422,-0.7387502789497375,0.06499924510717392,-0.3549473285675049,0.453125,3774.62859249115
1050,0.1769407093524933,0.21672797203063965,0.3435285687446594,0.3829400837421417,0.08912543207406998,0.23986725509166718,0.06876157224178314,0.06519687175750732,0.07298398017883301,0.546875,3809.483196735382
1060,0.1724417507648468,0.16547814011573792,0.3578451871871948,0.41519784927368164,0.08407008647918701,0.22727198898792267,-0.33675912022590637,0.0654074102640152,-0.28436562418937683,0.328125,3845.9648282527924
1070,0.17544087767601013,0.1844085454940796,0.3189479112625122,0.41890254616737366,0.09308550506830215,0.24398761987686157,-0.928059995174408,0.0656147226691246,-1.1469619274139404,0.5,3882.04989528656
1080,0.13178741931915283,0.16735880076885223,0.2439551055431366,0.30589425563812256,0.07014968991279602,0.1937655657529831,-1.0267866849899292,0.06581227481365204,-0.8505622148513794,0.453125,3916.55832362175
1090,0.15299230813980103,0.24239923059940338,0.3499147891998291,0.3660998046398163,0.07715840637683868,0.21749404072761536,-0.7930543422698975,0.06600616872310638,-1.0711870193481445,0.34375,3951.8181335926056
1100,0.15316319465637207,0.19584649801254272,0.329477459192276,0.32117676734924316,0.06931331753730774,0.2091619372367859,-1.088571548461914,0.06619599461555481,-1.2791792154312134,0.390625,3988.6510746479034
1110,0.13372668623924255,0.15727967023849487,0.2825237810611725,0.35929644107818604,0.0967315286397934,0.27457135915756226,-2.061547040939331,0.06638065725564957,-1.271479606628418,0.4375,4025.8787083625793
1120,0.15840411186218262,0.2088494449853897,0.3094766139984131,0.40868404507637024,0.08495204150676727,0.2320118546485901,-1.2673454284667969,0.06656652688980103,-1.252286434173584,0.4375,4062.0774528980255
1130,0.1658315360546112,0.2627812623977661,0.31974929571151733,0.33896610140800476,0.07703687250614166,0.2039070725440979,-0.6149469614028931,0.06675077974796295,-1.282569408416748,0.46875,4098.184645175934
1140,0.13895130157470703,0.1799076795578003,0.2469014823436737,0.33805420994758606,0.06740694493055344,0.21096867322921753,-0.8886600732803345,0.06693127751350403,-1.8953689336776733,0.359375,4133.988090991974
1150,0.1756804883480072,0.2747860550880432,0.37022149562835693,0.35565119981765747,0.06710533797740936,0.19404259324073792,-2.6080167293548584,0.06710302084684372,-2.0190610885620117,0.40625,4169.629731655121
1160,0.21508042514324188,0.3158503472805023,0.403295636177063,0.40383103489875793,0.06386019289493561,0.19119836390018463,-2.419159173965454,0.06726450473070145,-2.163026809692383,0.484375,4206.510949850082
1170,0.16058453917503357,0.21283051371574402,0.3162003755569458,0.33214181661605835,0.061786770820617676,0.1896842122077942,-2.235689640045166,0.06740903854370117,-2.244802951812744,0.375,4242.523861169815
1180,0.15904733538627625,0.20496352016925812,0.32319343090057373,0.34445658326148987,0.07721223682165146,0.21859210729599,-1.788983941078186,0.06755860149860382,-1.4616975784301758,0.390625,4278.073461532593
1190,0.13803255558013916,0.16518479585647583,0.30469802021980286,0.3144133388996124,0.06640499830245972,0.1966918706893921,-1.8372828960418701,0.06772318482398987,-1.3845927715301514,0.53125,4314.701982498169
1200,0.1536417156457901,0.1865490972995758,0.316036581993103,0.3765241205692291,0.08768314868211746,0.25133341550827026,-2.300092935562134,0.0678921714425087,-2.4840478897094727,0.46875,4348.744412183762
1210,0.12135889381170273,0.1313236504793167,0.21842502057552338,0.27169275283813477,0.05788566917181015,0.1779216229915619,-3.0619611740112305,0.06803813576698303,-2.994558572769165,0.40625,4383.734929561615
1220,0.19811204075813293,0.25563812255859375,0.363576740026474,0.42250388860702515,0.07760103046894073,0.23283186554908752,-2.118792772293091,0.06817016750574112,-2.5873312950134277,0.359375,4420.628053426743
1230,0.16185308992862701,0.24222300946712494,0.3334459662437439,0.32389622926712036,0.060934919863939285,0.18672066926956177,-1.847952127456665,0.06831339001655579,-1.6724448204040527,0.453125,4457.433019399643
1240,0.1550655961036682,0.18331179022789001,0.3262026906013489,0.35853812098503113,0.07442669570446014,0.21290093660354614,-0.5377333760261536,0.06848456710577011,-0.916096031665802,0.46875,4492.975086688995
1250,0.15845292806625366,0.16379809379577637,0.2674524784088135,0.36434125900268555,0.07377791404724121,0.21320854127407074,-1.1660652160644531,0.06867977976799011,-0.82756507396698,0.28125,4529.381334781647
1260,0.16471359133720398,0.21323752403259277,0.3386182487010956,0.3669661283493042,0.06725452095270157,0.2059171050786972,-1.4095336198806763,0.06888079643249512,-1.6738858222961426,0.390625,4565.063137054443
1270,0.16214652359485626,0.22974301874637604,0.3363999128341675,0.4096159338951111,0.09060579538345337,0.2456400841474533,-1.9081991910934448,0.06906961649656296,-1.826218843460083,0.484375,4601.034763336182
1280,0.14782920479774475,0.16924721002578735,0.3023386001586914,0.36850154399871826,0.08171349763870239,0.2280239313840866,-2.341878652572632,0.06924629211425781,-1.8060234785079956,0.40625,4635.557893037796
1290,0.15337307751178741,0.16992446780204773,0.2855733633041382,0.37302058935165405,0.07977627217769623,0.23631343245506287,-1.825743317604065,0.0694151297211647,-1.8698477745056152,0.484375,4672.0684106349945
1300,0.13672304153442383,0.1867924928665161,0.30759328603744507,0.3493295907974243,0.08108094334602356,0.22724126279354095,-2.5268471240997314,0.06957465410232544,-2.6190550327301025,0.34375,4707.748672962189
1310,0.20466914772987366,0.2577374279499054,0.37491312623023987,0.44760698080062866,0.08308079838752747,0.23569944500923157,-2.6206603050231934,0.06972609460353851,-2.4540252685546875,0.4375,4744.672122955322
1320,0.15581637620925903,0.2181956022977829,0.2947347164154053,0.3137887716293335,0.06090015918016434,0.18579162657260895,-2.0242362022399902,0.069877028465271,-2.0730838775634766,0.53125,4780.464945554733
1330,0.18342922627925873,0.23857471346855164,0.34081125259399414,0.39651039242744446,0.06763249635696411,0.2091865986585617,-1.1468379497528076,0.07004701346158981,-1.2778089046478271,0.359375,4817.456660270691
1340,0.12580189108848572,0.1924576759338379,0.26490840315818787,0.337552547454834,0.0743141770362854,0.2135089933872223,-0.4410216808319092,0.07023843377828598,-0.8250541687011719,0.4375,4852.874420642853
1350,0.14627450704574585,0.1910853087902069,0.3238593637943268,0.35172659158706665,0.08185896277427673,0.21302208304405212,-1.0077065229415894,0.07044626772403717,-0.7164225578308105,0.453125,4887.872854709625
1360,0.19860342144966125,0.28359436988830566,0.37827610969543457,0.3587813675403595,0.07369271665811539,0.20250558853149414,-0.12711116671562195,0.07066719233989716,-0.47330501675605774,0.515625,4924.272841930389
1370,0.20014923810958862,0.24438881874084473,0.3713461458683014,0.4307304918766022,0.08697914332151413,0.2365730106830597,-0.4006243646144867,0.07090067863464355,-0.0670974999666214,0.359375,4961.480796098709
1380,0.17038829624652863,0.2417510598897934,0.33901816606521606,0.3711506128311157,0.09054559469223022,0.23907282948493958,-0.10383938252925873,0.07114849984645844,0.4097623825073242,0.46875,4997.875209569931
1390,0.1630367636680603,0.20578595995903015,0.292338490486145,0.38208648562431335,0.07581459730863571,0.2134855091571808,-0.27778390049934387,0.07140399515628815,0.2881910800933838,0.484375,5034.633731842041
1400,0.1878228485584259,0.23844385147094727,0.35896193981170654,0.3618321418762207,0.07818825542926788,0.21073952317237854,0.39233750104904175,0.07166388630867004,0.29812905192375183,0.34375,5070.927159547806
1410,0.14855575561523438,0.13616611063480377,0.30795252323150635,0.35848289728164673,0.08502404391765594,0.2159448117017746,0.20843112468719482,0.0719301849603653,0.28501635789871216,0.484375,5105.261598825455
